N,P,K,temperature,humidity,ph,rainfall,label
132,37,64,24.0789,78.6257,5.0359,205.4343,cardamom
70,56,68,22.2013,62.7295,6.4304,56.2035,onion
56,43,32,24.1746,51.3941,6.9603,57.4126,coriander
80,63,49,18.0342,55.2836,6.1778,84.9369,wheat
22,22,32,32.3941,47.328,6.2532,92.3423,mango
14,126,203,23.4549,92.3384,6.0381,110.3667,apple
116,40,82,16.2319,81.3353,5.2504,248.9718,cardamom
86,50,91,22.4073,89.022,6.0719,208.8292,ginger
123,39,35,22.9864,82.685,6.4128,73.3765,cotton
54,59,62,12.5253,68.963,6.1801,51.4623,garlic
25,54,23,27.1288,89.8367,7.0061,37.6541,mungbean
85,49,81,25.4737,89.3385,6.0034,194.6917,ginger
102,54,57,26.1522,62.3284,6.5133,72.7281,chilli
61,47,94,31.328,81.4828,6.6398,191.6342,turmeric
128,40,40,24.8399,78.3736,6.2917,61.3912,cotton
21,7,12,18.226,94.9213,6.8729,106.1834,orange
69,47,72,15.9425,68.2851,6.1706,52.7836,garlic
76,42,34,23.3658,63.1562,5.7146,68.1188,maize
22,50,40,26.6834,69.7442,6.806,54.7042,groundnut
23,61,43,23.4194,78.574,6.6114,113.7921,soybeans
38,23,33,26.9396,46.322,6.3248,36.9816,millets
37,51,53,40.8701,91.6359,6.8027,235.6127,papaya
101,17,33,25.7277,62.6282,7.3502,193.3282,coffee
64,26,31,33.0081,45.3958,5.7566,65.8288,sorghum
47,58,78,19.472,16.0504,6.7729,44.1663,chickpeas
111,36,42,25.1228,75.8912,6.1466,78.2929,cotton
111,59,67,20.2368,70.7986,6.31,66.4557,cauliflower
98,39,80,28.5015,81.1541,6.2713,242.3855,ginger
88,18,45,28.7607,94.1389,6.5447,28.092,muskmelon
28,11,34,25.9231,98.9533,5.0417,163.3188,coconut
54,60,35,16.3703,52.5727,6.3796,85.1886,wheat
90,49,68,29.0187,60.9114,6.3521,96.3034,chilli
120,38,81,23.9273,79.6771,5.7145,245.5572,cardamom
73,57,40,23.5705,59.2031,7.3684,54.2539,sunflower
77,35,42,23.9897,86.1421,6.8303,191.3807,jute
81,57,61,22.6862,70.7789,6.685,65.6602,onion
116,49,78,29.4912,68.1593,7.0666,198.5707,sugarcane
22,43,42,22.1792,51.4409,6.9263,81.6396,groundnut
110,23,75,27.3355,77.6499,5.9646,226.7574,pepper
119,50,139,15.9451,74.2427,5.4681,71.8442,potato
55,32,47,12.2562,50.117,6.22,56.9799,barley
100,42,80,21.9813,79.0733,6.9569,63.1608,tomato
87,6,55,27.3597,91.8994,6.0426,23.6892,muskmelon
42,37,23,18.5207,54.4627,6.2161,37.0833,mustard
19,22,41,22.0391,90.9797,6.6706,105.6978,pomegranate
87,35,38,23.5076,74.7804,6.4456,190.5455,jute
113,33,130,25.8928,66.7574,6.4026,111.7226,tobacco
33,71,31,28.8001,71.7571,6.4579,100.061,soybeans
61,45,24,20.6808,50.1562,6.0396,48.2156,mustard
18,9,14,15.6472,93.2036,7.7595,102.8369,orange
36,32,28,29.6086,56.3945,6.2524,41.8659,sesame
54,38,22,23.5199,50.4712,6.532,30.3644,mustard
43,47,22,28.4629,48.8652,6.8603,21.6139,cumin
123,21,67,27.7444,89.1242,6.1242,261.9627,pepper
60,51,48,23.9684,68.5448,6.0767,86.9936,wheat
100,60,70,20.1112,83.6736,6.2436,71.372,cabbage
85,39,101,26.1005,76.3753,6.3139,220.6407,ginger
99,54,73,15.2677,80.1136,6.9593,53.9731,cabbage
26,124,198,23.3332,94.6763,6.3786,106.3242,apple
85,41,41,25.7436,83.6243,6.4346,182.8513,jute
103,55,53,24.3839,61.245,6.5832,70.122,chilli
36,60,17,28.2553,69.2985,7.1056,65.6138,blackgram
33,57,80,16.6583,19.2571,6.2605,33.6576,chickpeas
29,50,22,29.4098,50.0874,7.5843,66.5935,mothbeans
29,59,38,28.2003,66.5702,6.005,86.0237,groundnut
122,55,155,17.5533,72.4408,5.4447,86.0305,potato
17,52,24,28.4967,61.5009,7.7847,62.2995,mothbeans
102,48,76,34.2167,70.9985,6.9646,210.1296,sugarcane
106,57,148,18.0171,82.1681,5.6203,60.3303,potato
139,50,68,28.5254,73.7462,7.3044,177.3115,sugarcane
42,40,101,23.5585,74.9444,6.2982,76.4441,sweetpotato
27,21,34,28.066,48.38,6.4414,90.7282,mango
57,46,114,26.5368,73.8183,5.8165,85.6241,sweetpotato
139,33,75,28.194,79.4897,7.2064,185.8014,sugarcane
109,41,62,26.7351,61.4672,6.0109,78.6832,tomato
102,40,43,24.7809,77.4739,6.0629,71.348,cotton
43,39,29,25.8051,48.6822,7.768,31.8067,cumin
153,31,48,27.3543,84.3718,5.4322,299.5264,tea
45,63,84,17.9915,15.2023,5.736,33.7101,chickpeas
24,49,20,26.1465,40.3201,5.9604,50.1602,mothbeans
25,60,52,21.4014,68.9533,6.6335,64.135,peas
113,56,73,21.1034,76.5263,6.2569,61.5032,tomato
53,34,29,25.0036,67.9849,6.241,54.6098,coriander
26,130,200,26.9199,81.6353,5.7504,66.2205,grapes
40,74,57,22.1779,68.4793,6.9486,98.387,soybeans
22,45,32,29.2228,54.5137,6.3971,76.1568,groundnut
40,138,192,25.5656,83.3843,5.8933,66.5374,grapes
90,35,41,24.8695,78.6905,6.8583,153.4301,jute
95,6,49,28.2345,92.7946,6.5375,22.2206,muskmelon
17,52,30,26.8535,69.7346,6.4713,54.8306,groundnut
83,52,73,18.0369,75.7244,6.1449,55.5876,cabbage
102,53,59,28.5288,61.6329,6.6448,64.8776,chilli
35,63,85,17.1527,14.8949,6.9659,34.4598,chickpeas
14,10,45,23.2183,92.5741,5.5503,102.9294,pomegranate
85,52,64,22.5586,65.3912,6.8734,52.0454,onion
41,59,48,24.4718,92.6655,6.5721,249.0254,papaya
26,135,194,28.2965,80.6902,5.8255,73.7855,grapes
15,59,16,23.5018,23.4054,5.9176,143.9641,kidneybeans
73,47,100,22.2203,77.3769,6.4118,164.5704,ginger
43,34,36,27.9851,40.3952,6.6047,39.2698,millets
116,35,105,27.1071,64.9846,5.7247,101.781,tobacco
21,56,21,24.0596,62.2919,6.6709,49.7301,lentil
43,38,36,31.6042,59.6373,6.1463,34.8463,millets
62,35,30,26.1789,56.962,6.0815,75.2644,maize
30,46,37,29.2868,54.4107,6.6707,76.2647,groundnut
106,58,79,20.3582,82.6349,6.6017,65.7891,cabbage
22,12,39,20.8057,93.5646,6.4633,108.481,pomegranate
22,74,40,23.0896,75.5004,6.8542,111.7664,soybeans
82,6,49,27.6033,93.9037,6.0707,23.4169,muskmelon
103,55,63,20.8416,65.2353,6.356,63.3182,tomato
61,32,98,26.1732,73.0451,5.6748,159.2308,turmeric
82,7,50,29.2291,90.7187,6.26,21.8331,muskmelon
37,57,50,28.1934,93.5459,6.9034,237.0788,papaya
91,20,54,26.896,87.1224,6.5001,46.3873,watermelon
60,36,39,31.943,45.9505,6.2167,53.6947,sorghum
101,24,31,26.1652,62.1241,6.3145,192.6952,coffee
113,47,45,23.3569,82.7803,6.0067,99.4577,cotton
114,30,69,25.1728,61.4533,6.7253,241.5045,sugarcane
65,63,49,20.0264,64.8151,7.3037,69.6456,sunflower
19,59,17,21.5103,65.2636,6.2829,38.6438,lentil
78,50,77,17.492,61.4963,6.8649,69.0846,onion
34,31,31,31.9353,48.0724,6.2955,39.3692,millets
40,41,22,20.1943,57.1443,6.9154,55.6634,coriander
15,10,35,23.8427,90.4429,5.6729,105.7834,pomegranate
78,51,73,21.4888,71.2838,6.6592,51.8641,onion
19,33,26,28.7158,46.6337,4.8612,96.9897,mango
37,23,32,26.1049,53.8978,6.5536,32.5157,millets
101,25,50,26.9793,81.3359,6.2737,241.4561,pepper
137,27,44,19.6299,79.6063,4.7066,238.4055,tea
92,50,76,20.9561,79.6211,6.6684,78.6375,cauliflower
81,46,67,26.8665,71.6835,6.6394,56.4263,tomato
26,43,24,27.2,87.2092,7.196,37.0877,mungbean
17,30,26,34.1624,50.8056,5.0815,94.5571,mango
92,80,47,25.2431,78.1348,5.6775,107.0731,banana
20,55,20,18.1327,18.6217,5.5217,113.6212,kidneybeans
97,46,105,27.6535,83.1331,6.4131,158.7399,ginger
155,25,43,20.0194,86.8838,5.0827,284.6027,tea
106,44,122,22.8063,62.1324,5.6672,101.0881,tobacco
102,54,124,15.0543,76.5825,5.8066,68.4763,potato
47,29,21,34.559,57.3836,6.8778,40.9209,sesame
85,34,113,23.4977,64.8877,6.1585,116.8897,tobacco
15,62,19,23.201,18.0029,5.6099,113.3346,kidneybeans
41,54,49,42.8569,93.8378,6.8907,244.1769,papaya
76,53,47,24.5435,65.1562,6.5985,99.1959,wheat
47,35,23,28.7817,53.6199,7.2369,22.5324,cumin
103,29,64,24.6389,82.3342,6.2442,220.8741,cardamom
97,39,50,23.1997,82.5955,6.3065,295.582,pepper
130,40,67,27.1308,81.75,5.8295,238.7058,pepper
24,20,35,19.0812,85.7142,5.934,104.221,pomegranate
30,47,43,26.1116,56.9341,6.9617,63.3397,groundnut
17,14,44,20.7645,91.458,5.9197,106.5549,pomegranate
96,26,76,29.6148,83.5355,6.4255,213.8609,pepper
74,37,40,24.434,80.7641,6.4342,162.6895,jute
62,61,44,15.0881,62.7495,6.9512,77.5027,wheat
75,42,41,24.1394,87.6922,5.9895,242.0354,rice
13,76,22,33.3143,51.0957,6.55,189.362,pigeonpeas
59,61,40,23.8674,53.531,6.4665,97.6152,wheat
11,49,18,29.4983,64.8063,9.7076,39.3411,mothbeans
147,21,58,18.6713,80.3719,4.948,293.7887,tea
41,58,19,26.0876,60.5875,6.8009,62.2265,blackgram
43,41,60,17.4035,49.8199,6.2525,53.7924,barley
22,78,25,20.2418,51.1946,5.3482,170.8664,pigeonpeas
25,13,27,29.4774,94.8885,5.4861,203.9903,coconut
27,57,17,27.972,59.044,5.4904,63.5944,mothbeans
40,49,33,21.8364,51.1404,7.052,44.9095,coriander
36,63,85,15.7176,16.7735,7.0416,35.9606,chickpeas
53,46,25,21.1175,55.1828,6.8629,50.2937,coriander
110,63,67,17.9165,80.3093,6.0512,62.1322,cauliflower
53,39,40,22.0102,55.8803,7.3453,40.4146,coriander
81,64,53,23.2627,50.0636,7.1637,68.7053,sunflower
32,65,23,32.6064,60.6875,7.3525,61.4898,blackgram
37,33,24,28.1376,53.0186,5.7276,30.7201,sesame
55,40,63,14.2453,56.5111,6.7653,40.3472,garlic
55,33,38,30.2335,57.1138,6.884,32.113,millets
16,124,191,21.2768,91.6716,6.0421,109.1964,apple
17,10,41,24.2672,93.1093,5.8556,109.4016,pomegranate
28,80,25,29.6167,54.69,6.9078,139.0794,pigeonpeas
69,44,27,18.0884,50.8549,6.4311,44.1794,mustard
106,25,25,23.4488,62.4488,6.5321,151.0548,coffee
30,65,23,18.8416,62.2705,6.8981,54.8726,lentil
71,36,25,25.9638,66.763,5.711,63.6024,maize
156,20,53,21.2988,79.9093,4.9431,203.2096,tea
17,29,27,31.8244,53.1148,6.1733,93.41,mango
46,28,37,31.7278,62.464,5.7475,77.9734,sorghum
60,32,44,27.9115,83.6115,5.4419,230.9455,rubber
35,35,35,34.0348,58.7571,6.3911,38.6794,sesame
44,37,22,21.23,47.8692,7.6109,34.9406,cumin
28,55,19,28.9146,41.3936,6.4484,44.2152,mothbeans
13,65,20,27.6425,64.6524,6.6647,94.7931,pigeonpeas
38,39,21,33.5809,55.721,5.5783,50.9606,sesame
99,69,78,20.6191,78.0551,6.5536,57.2798,cauliflower
132,32,48,25.0081,75.1009,5.1761,263.2244,tea
22,138,201,23.2353,91.7846,5.7203,103.8402,apple
125,41,68,34.248,68.5549,7.1787,217.3742,sugarcane
47,52,55,33.8866,91.0224,6.9091,230.6122,papaya
14,19,41,22.9032,86.3714,5.898,102.0754,pomegranate
86,63,79,17.9221,73.1855,6.1126,54.8044,onion
64,33,33,15.8311,61.9203,6.7134,54.3498,mustard
26,56,15,16.0128,24.5876,5.8707,121.1147,kidneybeans
20,41,21,28.5921,89.7409,6.3362,36.0008,mungbean
86,36,130,27.0525,69.0166,5.6664,113.9199,tobacco
61,70,56,23.7533,62.9752,6.297,52.5442,sunflower
91,12,55,24.2817,89.14,6.2863,51.6499,watermelon
28,13,41,20.2681,86.504,5.8586,106.9227,pomegranate
44,53,53,34.9613,94.4295,6.8622,230.0044,papaya
135,30,64,29.8118,66.7908,6.2217,233.8927,sugarcane
78,60,62,21.9637,70.4969,6.9705,68.4027,onion
114,48,71,19.3496,77.4656,6.3925,61.3992,cabbage
80,44,116,30.2702,81.2444,5.5699,213.69,turmeric
116,52,70,19.3797,84.2459,6.4362,68.5387,cauliflower
82,87,55,26.968,81.2316,6.3274,90.8381,banana
92,30,28,26.3549,53.521,6.8426,172.6206,coffee
58,38,60,16.4042,45.7522,6.4601,67.8601,barley
18,20,40,18.0351,85.6861,6.0314,108.667,pomegranate
25,21,33,31.6795,45.2586,5.237,93.6371,mango
27,13,25,26.9205,91.3953,5.5184,176.2311,coconut
50,44,66,13.4565,66.9911,6.6853,59.7391,garlic
14,62,24,15.6632,24.3004,5.7482,148.3172,kidneybeans
95,27,54,23.4341,89.2784,5.4018,293.9867,pepper
41,44,21,21.2427,61.2232,7.461,42.3706,mustard
31,58,57,19.0866,64.0829,7.3025,63.87,peas
55,41,120,26.7656,62.2453,5.9154,88.7548,sweetpotato
106,20,70,15.0541,75.6312,5.2434,326.9623,cardamom
139,25,76,15.126,77.0166,6.1242,316.7934,cardamom
79,38,29,26.5955,64.0214,6.4502,91.6357,maize
93,18,49,25.8889,84.7883,6.5781,49.3598,watermelon
21,69,21,28.6611,51.2465,5.2871,174.3996,pigeonpeas
47,39,36,25.683,58.5665,6.0453,59.2373,millets
40,31,30,20.5542,41.5439,7.4564,25.7556,cumin
74,68,79,21.6906,67.0965,6.26,68.7788,onion
20,6,11,32.5769,94.7925,6.3056,106.2673,orange
18,42,41,24.5304,60.0234,6.1436,89.8595,groundnut
112,61,74,15.3063,73.2124,6.9089,64.3727,cauliflower
67,40,34,25.5869,64.8636,6.11,91.5972,maize
83,43,41,25.7765,85.869,6.7675,170.5974,jute
98,58,79,15.2323,82.492,6.1569,63.7859,cauliflower
99,48,125,26.6145,62.9859,6.3446,118.1544,tobacco
40,62,56,21.9496,72.34,6.9757,53.4047,peas
82,38,69,29.2252,81.9728,5.2845,216.3096,rubber
115,49,68,34.6539,69.2041,6.5221,196.7766,sugarcane
98,31,96,26.6071,76.8351,5.7518,248.4437,ginger
13,133,191,22.7193,92.3236,6.1188,101.8522,apple
112,38,77,22.5203,77.1505,5.2282,235.2071,cardamom
88,41,95,30.2802,75.7586,6.4205,224.139,turmeric
50,32,31,17.9998,59.9625,7.4084,47.3052,mustard
24,74,16,31.9884,47.6874,5.1948,92.5052,pigeonpeas
17,20,25,29.3094,92.4691,5.7056,170.0479,coconut
12,40,16,29.3088,81.3142,7.0477,43.9654,mungbean
43,40,28,30.1981,58.4245,6.3359,46.0603,millets
99,20,50,25.8605,87.1076,6.468,47.3749,watermelon
81,5,51,28.8246,94.2548,6.6719,21.3559,muskmelon
24,49,36,24.3445,65.8362,6.0905,54.2789,groundnut
21,62,23,23.7233,65.8848,6.4919,44.4135,lentil
42,32,99,23.1409,60.1797,5.686,78.4492,sweetpotato
93,76,55,25.8341,81.7713,6.0397,104.0726,banana
83,47,96,24.4145,86.1909,5.5881,287.6969,ginger
86,55,50,21.1645,63.8745,6.2976,53.6894,sunflower
76,50,43,29.1338,87.4332,5.7399,311.833,rubber
18,63,20,27.1689,60.2662,6.2666,44.5983,lentil
12,59,21,26.8358,51.4664,6.318,73.7808,mothbeans
55,25,28,32.9648,44.326,5.5622,40.224,millets
34,72,44,26.1387,79.3976,6.3125,91.6896,soybeans
45,31,25,20.178,40.4485,7.3943,20.0313,cumin
25,35,26,32.0165,46.6361,5.8731,98.3227,mango
26,59,25,18.282,23.47,5.6506,95.9329,kidneybeans
124,50,40,22.4611,81.4892,6.3646,86.3088,cotton
126,26,62,25.6614,87.6348,5.4992,275.4073,tea
38,55,25,29.8644,60.2323,7.3461,62.2145,blackgram
10,50,19,29.5966,85.8054,7.1687,47.3778,mungbean
86,7,45,28.8296,93.1128,6.065,25.2324,muskmelon
45,33,61,14.298,47.1381,7.311,45.3257,barley
14,56,24,17.8282,60.0897,6.5127,45.6179,lentil
83,60,73,20.6935,68.5964,6.0899,64.006,tomato
68,26,26,31.4886,59.1629,5.6406,53.7399,sorghum
17,53,30,29.0628,53.876,6.3951,51.2946,groundnut
94,40,123,18.0114,77.2617,5.8427,86.2563,potato
26,58,57,26.162,70.7997,6.8958,97.7733,soybeans
20,12,14,27.1577,91.0906,6.2215,108.7932,orange
40,37,29,33.7732,61.98,6.3253,56.4622,sorghum
23,51,47,27.5495,60.695,6.347,59.774,groundnut
101,40,89,26.8144,79.453,6.7543,228.4298,sugarcane
41,56,17,31.0946,63.8068,6.9338,71.3979,blackgram
37,52,51,29.101,77.558,6.9557,82.6919,soybeans
26,47,42,24.7006,58.6063,6.7154,77.7306,groundnut
20,26,28,31.5392,46.6747,5.6499,98.4848,mango
36,55,55,12.6934,73.5662,6.3913,57.8875,peas
18,15,28,25.4055,92.2692,5.4559,202.2468,coconut
19,123,198,23.0396,90.1641,6.0921,102.5256,apple
85,39,39,24.0431,86.0649,6.3627,191.4285,jute
66,50,28,23.4187,59.4569,6.2112,55.0658,mustard
41,37,62,14.5148,48.0821,7.0864,46.2339,barley
15,57,36,23.0702,58.5473,6.4988,56.0022,groundnut
98,61,63,19.4022,72.5952,6.9848,64.7769,cauliflower
45,61,25,29.3749,65.4687,6.6995,62.3929,blackgram
30,53,21,29.0769,83.7431,6.2692,56.9198,mungbean
22,16,26,28.13,94.401,6.267,179.7546,coconut
49,62,78,21.5233,15.5316,6.5773,44.4931,chickpeas
32,60,49,23.5654,68.6811,6.2312,81.5641,soybeans
30,136,195,22.9694,81.946,5.543,72.6971,grapes
101,22,34,25.6085,57.2127,6.2449,171.566,coffee
106,31,68,21.2706,89.9292,5.3428,257.437,cardamom
85,30,102,26.9533,74.0324,5.6653,157.6194,turmeric
72,44,28,23.6576,61.5532,6.1045,63.444,maize
120,47,45,22.3005,80.1869,7.2227,83.57,cotton
29,55,31,23.7463,67.8528,6.095,77.9628,groundnut
76,65,47,21.4399,55.2613,6.0814,67.644,wheat
42,63,80,21.4663,15.4846,5.4973,30.8843,chickpeas
78,41,104,29.482,74.326,6.4025,158.0366,turmeric
85,40,44,26.0031,84.7067,5.7348,213.9738,rice
54,42,22,20.8917,55.1468,7.1708,36.8887,mustard
60,33,54,18.1506,52.8273,7.0993,60.9585,barley
25,22,26,27.1118,95.986,5.2161,185.1362,coconut
67,69,39,19.1593,67.898,6.6936,61.6041,wheat
23,14,41,18.1826,87.088,6.6224,107.7477,pomegranate
32,45,47,24.3624,93.7953,6.8918,242.9613,papaya
47,27,30,26.4335,56.3534,6.437,30.3113,sesame
116,21,76,17.5178,80.6277,6.0294,291.2066,cardamom
10,136,194,21.4677,91.8983,5.7705,120.0186,apple
45,47,64,12.0024,48.1324,6.6195,49.4105,barley
109,38,58,28.0585,72.5146,5.9041,233.2138,pepper
141,33,44,27.4895,83.8732,4.792,233.9922,tea
29,22,27,29.5655,93.8539,5.7771,170.1529,coconut
104,41,105,26.6167,64.8752,5.7342,94.3254,tobacco
40,48,49,33.0657,94.7786,6.5143,242.4171,papaya
26,60,16,15.2468,24.6913,5.7921,87.8252,kidneybeans
47,39,28,31.1293,51.5309,6.3302,52.5423,sesame
82,43,67,27.5197,68.9426,6.9699,99.7498,chilli
35,58,46,21.3294,63.3123,6.6979,71.1494,peas
18,25,27,25.1013,95.0014,5.2864,134.9687,coconut
51,50,49,17.3954,59.4663,6.4581,67.8822,wheat
71,60,55,25.8979,51.694,6.3459,57.5454,sunflower
93,5,55,29.3514,90.6216,6.7948,24.6388,muskmelon
72,35,43,24.0983,80.3038,5.8944,246.0033,rice
64,31,108,30.9824,84.7445,6.6662,153.5187,turmeric
67,33,22,31.8363,63.9586,7.4361,69.1184,sorghum
13,58,16,22.265,64.4431,6.2156,52.1301,lentil
93,5,46,26.1247,87.9914,6.9621,52.4243,watermelon
17,55,23,22.4345,67.4894,6.0246,52.5159,lentil
93,28,25,25.0094,58.6352,6.5594,171.4901,coffee
52,47,47,12.8211,53.8224,6.6653,59.2718,barley
69,47,61,15.7938,57.077,6.6743,46.6748,garlic
42,65,75,16.0835,14.646,7.2956,36.8018,chickpeas
78,35,101,29.2238,79.5649,5.5383,188.7038,ginger
23,60,20,28.9178,51.468,4.2645,54.8905,mothbeans
38,57,55,17.9103,66.9913,6.657,75.6925,peas
103,28,30,25.816,55.5501,7.267,145.209,coffee
36,62,24,30.6033,60.195,6.5393,66.4543,blackgram
28,46,34,24.8113,50.6291,6.6909,52.6855,groundnut
15,14,36,19.473,85.9623,6.5925,106.7413,pomegranate
50,57,53,41.1881,92.0188,6.618,244.6557,papaya
20,55,20,24.775,19.4732,5.7046,97.0598,kidneybeans
123,23,67,22.2474,76.0882,5.4536,334.5699,cardamom
88,43,42,30.643,89.835,5.5104,280.2563,rubber
78,34,116,30.7985,72.9354,6.4181,193.0211,turmeric
77,42,42,20.2322,88.2905,6.2033,208.0313,rice
67,54,43,16.0019,56.1096,6.1091,85.1327,wheat
75,37,28,23.6783,59.0379,5.9751,69.3061,maize
74,40,44,32.1028,84.2303,5.7905,302.3212,rubber
26,40,24,28.1967,89.9974,6.2743,58.0763,mungbean
61,36,108,31.7066,77.6796,5.7561,231.6899,turmeric
17,53,49,28.718,58.1998,6.4646,73.9217,groundnut
19,65,20,17.3698,24.7882,5.98,86.7529,kidneybeans
40,50,48,37.634,94.3059,6.6601,239.3436,papaya
103,38,45,25.9671,75.5677,6.7499,85.3448,cotton
47,46,55,39.9549,91.0878,6.914,244.8382,papaya
97,48,127,18.0711,70.8473,5.1203,68.9422,potato
75,41,37,24.5347,71.7363,6.8863,181.8807,jute
77,45,38,22.9573,82.8261,5.9082,248.0251,rice
25,55,45,17.434,60.7457,6.9977,65.716,peas
27,13,34,27.4216,97.9365,5.574,158.4346,coconut
82,38,91,31.9392,81.5895,5.8676,217.9243,turmeric
118,39,79,30.8464,71.5398,7.4441,182.0882,sugarcane
102,52,68,21.5618,78.2884,6.3132,61.7717,tomato
132,50,67,27.2941,73.1509,7.0341,191.3,sugarcane
71,64,66,20.2964,65.9568,6.9773,52.8945,onion
29,61,59,14.9196,70.7803,6.4156,61.1631,peas
44,33,57,12.2553,50.5964,6.3039,56.2301,barley
10,78,20,34.554,50.9684,5.5453,179.2176,pigeonpeas
101,43,43,25.2962,78.3522,7.527,83.2088,cotton
42,34,63,17.5142,53.9504,7.2755,57.1487,barley
30,69,58,25.7104,67.0015,6.3491,118.7942,soybeans
44,30,35,23.0819,56.832,7.6766,31.5603,cumin
59,31,55,18.0099,58.0573,7.419,62.107,barley
99,22,34,27.3282,63.3859,6.504,179.451,coffee
99,53,60,17.7862,82.4013,6.9233,64.5992,cauliflower
80,37,41,24.9818,86.1106,6.2693,188.5373,jute
37,61,20,29.4674,62.8386,6.6975,64.5994,blackgram
120,29,62,19.8084,78.3465,5.8735,293.1558,cardamom
11,64,21,21.9066,24.4971,5.7819,137.3777,kidneybeans
106,44,37,22.7764,79.7058,6.7393,93.7977,cotton
86,10,51,27.266,94.1961,6.2573,24.2127,muskmelon
82,37,48,27.3735,84.5915,5.2916,328.7983,rubber
88,58,63,20.01,71.4349,6.6753,74.3635,onion
29,21,31,29.9694,98.6024,6.0137,174.3178,coconut
33,52,50,24.2227,75.0907,6.317,107.9862,soybeans
24,69,54,16.1397,65.1532,6.914,61.27,peas
21,57,16,21.897,24.3196,5.6964,116.479,kidneybeans
71,36,32,19.08,64.3721,6.0862,73.2952,maize
49,46,46,23.588,92.3381,6.884,244.3164,papaya
33,56,52,37.9978,91.6921,6.5353,237.0021,papaya
71,50,38,22.2593,52.4959,6.8975,69.4455,wheat
80,48,70,24.2049,62.0409,6.1901,64.1326,chilli
30,39,29,26.4079,41.5049,7.2487,35.4959,cumin
55,56,48,18.5262,69.285,6.8276,99.53,wheat
82,32,94,28.0876,89.2023,6.4394,189.5092,ginger
14,57,21,24.7844,40.8933,6.2915,44.8224,mothbeans
73,34,93,22.8814,76.8284,5.9743,298.1447,ginger
30,61,24,16.9856,22.6291,5.5349,133.7688,kidneybeans
18,73,19,29.4455,52.9938,5.0474,185.8538,pigeonpeas
39,135,200,25.4652,84.3592,5.917,73.2591,grapes
25,15,7,15.9591,93.0484,7.1779,109.394,orange
52,37,48,16.2159,46.5005,6.246,51.7536,barley
22,53,35,24.458,60.803,6.3401,59.869,groundnut
76,41,30,23.2598,64.4886,6.6718,76.8087,maize
89,79,53,26.2759,78.7057,6.262,100.2427,banana
86,40,87,22.3909,76.2424,5.7804,247.9578,ginger
27,52,46,23.302,54.5514,6.6177,77.8435,groundnut
76,68,74,24.9888,64.3687,6.6439,53.8876,onion
14,77,24,19.8504,46.3954,6.7416,144.6851,pigeonpeas
56,35,21,17.8906,55.5171,6.3013,35.2268,mustard
122,55,140,15.2091,78.6616,5.1166,64.7298,potato
89,58,40,27.6577,56.1574,6.3403,56.9063,sunflower
23,78,59,28.5925,78.0957,6.3045,119.0728,soybeans
50,41,64,15.438,53.4066,6.3956,55.1496,barley
11,54,17,29.2546,83.3927,6.3069,39.7595,mungbean
12,54,22,24.53,47.6161,9.2519,45.9711,mothbeans
84,56,50,23.7287,69.1507,6.1157,60.3449,chilli
110,44,124,17.1091,73.4635,5.5878,71.7599,potato
118,50,119,25.6695,69.3123,6.235,106.9265,tobacco
11,8,11,22.8329,92.3943,7.7252,103.8177,orange
109,64,79,18.6272,75.4751,6.7033,72.5284,cauliflower
54,30,39,31.1453,54.9753,6.0666,32.1434,millets
89,40,43,25.8584,87.6099,5.8677,202.0012,rice
37,30,32,27.2858,58.2656,6.8699,42.4563,sesame
35,53,53,23.8529,92.9875,6.5484,233.717,papaya
17,58,22,27.3982,54.8947,5.3209,36.221,mothbeans
66,26,36,27.4849,56.6014,6.3153,60.4631,sorghum
29,17,26,28.0028,90.794,5.0748,209.3517,coconut
99,43,111,22.7067,68.4698,5.7937,90.4709,tobacco
12,132,199,23.7954,90.1986,5.6206,114.6656,apple
83,86,49,26.1482,78.0022,5.9595,94.2214,banana
89,33,96,25.153,75.8981,6.1655,203.852,ginger
21,57,59,26.5973,70.9459,6.0044,87.4632,soybeans
107,51,53,24.2971,64.9845,6.9372,79.3065,chilli
74,59,59,25.3992,61.4119,6.7882,65.9556,sunflower
89,13,47,28.6698,92.1892,6.2967,25.7526,muskmelon
94,51,67,20.7973,80.5955,6.8384,74.9338,cabbage
67,40,120,26.5001,83.9793,5.8132,218.347,turmeric
87,39,40,33.8338,84.9042,4.6724,201.2201,rubber
20,57,24,24.147,47.772,4.2586,72.8499,mothbeans
45,45,62,18.3902,57.771,7.0735,49.8909,barley
83,6,50,25.0697,82.6292,6.8564,44.6124,watermelon
20,138,200,35.3647,81.6344,5.7409,70.7397,grapes
102,48,40,23.4538,84.0276,7.773,86.4166,cotton
64,32,34,20.887,51.4078,7.0811,37.962,mustard
41,26,33,28.1621,49.3041,7.3324,75.9519,sorghum
93,14,52,28.3691,94.6862,6.2162,23.563,muskmelon
30,49,23,25.5097,57.7005,7.2995,23.8806,cumin
119,36,89,27.9022,79.8092,5.9754,230.1961,sugarcane
21,71,17,20.6438,60.7369,5.9605,124.8661,pigeonpeas
89,38,38,23.7124,79.1404,6.155,157.4243,jute
50,37,117,27.163,70.992,6.2651,83.9391,sweetpotato
68,45,125,21.9765,67.449,6.0975,82.928,sweetpotato
126,31,65,19.1592,84.6207,6.2802,207.0312,cardamom
106,36,54,27.821,86.5896,5.8317,215.8404,pepper
